lemma,f
amusing,20
mile,248
pesticide,2
sovereign,953
self-sufficiency,5
bonkers,1
supreme,23
constrict,5
60-odd,1
tidy,19
unification,14
wow,13
sortie,3
bud,23
british-owned,2
work-to-rule,1
republic,50
presbyterian,1
kiosk,6
small-minded,1
nationale,1
remember,463
thrift,23
rubber-stamp,4
inbox,8
hyperstore,1
suit,326
turbodiesel,13
thrall,15
encamp,1
recession-inducing,1
boulder,9
annexation,5
self-loathing,4
career-threatening,1
relive,13
emergent,1
inter-war,15
grownup,1
solstice,2
skegness,1
world-changing,2
occur,188
publicist,9
chastity,2
allegorical,2
anti-mafia,2
bankrun,1
right,1378
convention,45
avowed,7
leapfrog,8
quantity,53
editing,9
newly-built,1
lgbt,2
weekend,574
slacker,3
super-injunction,1
youthfulness,2
folding,5
loggerheads,11
customise,7
prioritising,1
11-day,1
catalytic,4
fearlessness,2
recover,443
interlocking,3
anglaise,2
contraception,7
framer,1
occupancy,18
pastry,21
moaner,1
anti-western,3
over-reacting,1
1970,122
kidnap,8
reassign,3
creative,125
rmt,7
apricot,4
naturalness,1
focal,8
napkin,11
crummy,1
obstruct,5
crumble,78
supersize,1
resilience,78
hypnotist,2
half-price,2
knuckle,10
salt-of-the-earth,1
mid-2015,1
sphinx,1
hour-long,12
coexist,7
understandable,67
emotion,61
stencil,1
clothes,210
parmesan,2
minion,2
perdition,4
player-manager,1
lacerating,4
war-torn,1
skim,7
child-care,12
overcharge,4
a-z,4
embryonic,5
impoverished,24
swede,8
quartet,17
touchstone,6
50-plus,2
daily,153
worktop,5
leaven,7
bloomsbury,1
immobile,1
av,22
admin,3
once-dominant,2
pester,2
percentile,1
recumbent,1
gamble,125
conversationalist,1
join,733
marsh,5
curtain-twitching,1
bedpan,1
standout,10
good-looking,5
utopianism,1
pedal,23
enriched,3
doctrinaire,4
descant,1
florid,3
polonium,2
adjust,143
est,4
inconsistency,11
pivot,6
clapboard,1
randomised,1
tally,20
eye-wateringly,5
hospital-acquired,2
marl,1
live,1500
circa,4
indigestible,1
scribble,8
shopaholic,6
upper-middle-class,1
refraction,2
affiliation,12
oilskin,1
kit,48
whisker,13
still-fragile,2
trawlerman,1
navy,27
emboss,3
selloff,3
subsequent,95
highstreet,5
thrice,1
ding,2
olympics,4
e-petition,3
crofter,1
regeneration,25
underpowered,5
living,368
paternal,4
post,448
eternal,25
asperity,5
gold-plating,2
liberated,4
vegetative,1
choker,1
sorpasso,1
stayer,1
star-struck,4
hammering,2
ring-fenced,40
forestry,3
loggia,1
chugger,1
s,70
forced,25
subconscious,4
admiring,2
conversion,33
hosiery,1
incredibility,2
panem,1
phenomenon,111
tuscan,8
prize-winner,2
pallor,2
sticky,25
disintegration,35
ornament,7
terroir,1
dealing,5
migratory,2
endure,169
idol,7
coagulate,1
fluency,1
prince,52
goblet,3
pensionable,5
male,81
outmoded,6
gcse,11
well-founded,6
ruggedness,1
accessible,27
evasion,82
post-crash,4
trucker,3
non-tory,2
lost,38
used,5
50-storey,1
guardian,18
backward-looking,3
webinar,1
tainted,5
hawthorn,1
canard,8
crispy-skinned,2
lehman-type,1
cleanup,2
abstaining,1
unheard,6
myriad,28
weekender,1
hurricane,29
dual,38
bourgeoisie,2
multi-purpose,2
loadsamoney,4
courier,2
mainland,33
sub-sector,3
crouch,7
working-age,28
public-school,3
creator,47
squeamish,6
lecturing,2
fly-on-the-wall,2
giant,285
masse,16
aslef,4
excessive,156
clergy,8
lowest-paid,6
cubby,1
low-tech,3
decorating,2
sweet-talking,1
lender,462
short-haul,14
homophobia,4
fasten,4
namesake,7
energy-efficient,4
neo-nazi,12
pre-speech,1
framing,1
flyer,3
pre-election,51
bedsheet,4
armband,6
airbrushed,1
dens,1
leg,121
fashion-forward,2
state-directed,4
manuscript,5
trebling,1
rely,388
subside,26
authorisation,5
ingestion,1
austerity-related,1
nursery,24
conspiratorial,3
unfashionable,10
promethean,4
outsized,3
directness,8
extreme-right,1
overcook,4
metering,1
seasonal,44
meld,3
libertine,1
epitome,9
despoil,2
entry-level,1
linear,3
straw,38
immoral,19
63-year,1
read-out,1
paint,188
foam,9
smallish,3
misperception,2
drinker,21
half-formed,2
pacy,2
mullet,4
kidnapping,7
célèbre,2
quagmire,16
spit,22
herby,1
embroilment,1
chip,82
evisceration,3
temp,2
bumptiousness,1
deferred,3
cathedral,45
derring-do,3
top-notch,17
formative,7
tax-efficient,5
te,3
inculcate,1
civilian,47
pickings,7
haunt,69
pregnant,47
weaver,3
signatory,19
event,1171
distinguish,40
post-tax,6
lime,13
reggae,4
austerity-weary,1
guarantor,17
recoil,14
ping-pong,4
puny,1
under-pressure,3
taxpayer-subsidised,2
irreparable,10
sub-inflation,1
eno,3
harmonic,3
intifada,2
invincible,5
worsening,4
eton-educated,1
sunglass,11
encouraging,117
embassy,36
work-time,1
admire,104
artery,8
drunkenness,5
milieu,6
ilo,1
quizzical,2
duplicitous,4
telephone,68
leyland,4
wrenching,6
emu,89
second-largest,13
confiscation,11
cranberry,2
hourly,9
inordinate,3
triumphalist,4
thoughtfulness,1
b-list,2
wonky,3
crockery,3
autistic,3
frock,15
flatmate,4
artifice,4
assurance,68
assess,101
ascetic,5
apple-cheeked,1
chivy,2
best-off,2
salvage,26
balcony,40
de,5
slap-up,3
sociopathic,2
no-frills,13
eyewitness,1
cradle-to-grave,7
reflexive,3
qpr,3
due,970
conserve,7
backpack,3
repose,2
sterilise,13
shirker,3
freakish,1
quarrel,16
dazzled,1
adapter,1
inspire,223
conglomerate,14
boldness,21
prospectus,30
youth,314
logo,20
commentariat,8
football,263
groundbreak,3
pre-funding,2
surtax,1
reintegrate,3
detailed,97
payslip,1
headbanger,3
broach,2
years-long,1
consolidated,3
marinade,6
standard-bearer,2
impervious,5
ex-partner,1
northwestern,1
vapid,1
historian,129
state-backed,19
roadie,1
pre,2
competence,49
rebelliousness,1
rummage,7
illiquidity,2
fraternité,1
treasury-driven,1
convinced,59
croatian,2
viewing,24
dramatisation,7
editorship,4
debonair,3
freezing,53
vineyard,19
womenswear,3
preordain,2
euro-crisis,1
newbuild,5
prior,34
oxbridge,6
bathetic,1
international,993
undecided,25
pro-palestinian,1
bodily,3
panegyric,1
dearth,9
lyme,1
rich,749
motif,6
onrushing,1
marijuana,2
bevy,2
rice,21
new-age,1
valueless,1
self-defeat,1
mat,11
translator,5
dote,4
wink,7
post-olympics,2
guidebook,3
treatable,2
laminate,6
tremble,7
remarry,3
omt,27
race,295
helper,3
nine-person,1
triumphalism,6
swipe,17
open-air,10
multi-party,3
dye,3
feminism,2
survey,639
outsell,2
anoint,12
rationalist,1
precocious,3
disk,3
teething,1
non-denominational,1
character,253
outrance,1
anti-english,2
configure,1
double-digit,39
titanic,2
formulum,108
flimsy,8
shriek,14
payday,13
servile,3
rough-and-ready,2
mise,1
mishandle,16
palatable,15
lout,2
fictitious,6
anthropologist,6
rapid-fire,3
rocket,69
anthropology,5
non-french,1
margin,301
scrapyard,4
repugnant,6
ofthe,1
chronology,1
cartographer,1
pseudonym,4
homeopathy,1
microscopic,1
wavy,2
venality,1
yes,2
glasgow-based,1
proverbial,15
suede,1
automated,4
contradiction,68
parsnip,5
co-writer,1
do-able,2
crave,25
fatality,3
characterless,2
catch,372
angolan,1
then-chancellor,1
samey,1
crabby,1
rediscover,32
benighted,10
cf,1
bishop,36
overgrown,8
sovereign-debt,2
image-maker,1
anxiety,106
11-month,3
tax-and-spend,9
masonry,2
unlearned,1
russian-speaking,1
honeypot,3
meaningless,32
princeling,6
intermittent,9
balsa,1
minibar,3
iced,1
offset,300
prudent,44
carte,5
baldness,1
abbreviate,1
sapling,3
best-kept,1
dwp,5
uav,4
colleague,347
squashed,6
qc,1
peer-to-peer,1
improve,745
restoration,36
reding,7
watersport,7
indigent,3
singleminded,3
shell-shock,1
total,969
apologise,55
unreconstructed,10
washington-based,7
paediatric,1
dreadlock,3
stick,688
six-storey,1
inflation,1951
madness,79
forester,1
enrapture,2
3-2,1
ping,10
tightrope,9
facelift,10
crossbencher,1
snowball,17
kaftan,1
questionnaire,2
normalisation,5
allocate,79
bounce-back,9
despondency,3
clot,1
improvised,1
poorhouse,2
sop,9
flaw,118
caffeine,8
fringe,71
fatal,71
dumpling,7
dissimulate,1
air-conditioned,4
surrounding,3
offensive,42
tab,12
reputable,3
disrespect,8
lexicon,7
german-imposed,2
reflection,66
redolent,6
soya,2
cynic,15
self-harming,3
verdant,5
kleptocracy,2
tumbler,1
hysteria,17
depend,306
damaged,8
circus,23
downplay,16
commercialism,4
foible,4
delighted,76
mobility,48
self-aggrandisement,2
cctv,2
suntan,2
educational,39
patrician,10
expense,302
monopoly,32
family-run,13
rasp,2
self-preservation,2
orf,1
utd,10
well-earned,9
hatchet-faced,1
woodcut,2
grandparent,37
wily,4
anti-bailout,5
readjust,3
eschew,24
fauna,5
palestinian,9
top-five,1
unrepaired,2
ferret,5
parlance,5
theologian,6
spectrum,64
quest,30
exaggerate,49
generation,596
vex,6
synthesise,3
user-friendly,2
congregate,3
multiple-choice,1
assassinate,10
beetroot,6
dictionary,8
riffle,1
cash-strapped,41
non-briton,1
clarkson,1
revivify,1
third-largest,10
well-developed,1
superfluity,1
near-naked,1
while,117
parisian,22
computing,8
hoof,7
target-driven,1
doom-monger,3
slush-fund,1
misty,1
88-year,1
stupor,6
imbue,13
lesbian,12
ipad,17
knock-down,4
tk,3
pre-cooked,1
jolting,1
semi-slump,1
lever,50
alter,90
uninspired,3
pro-brussels,1
tick,124
screwdriver,4
banana,18
200-page,3
appear,1152
no-choice,1
ramshackle,3
lynching,1
meteorological,1
gem,19
miniature,12
small-scale,7
organisation,373
tirade,4
plenitude,1
peacetime,33
stressed,16
mired,1
raw,59
impoverishment,7
third-best,1
heartbreaking,7
gable,2
dirge,2
irradiated,1
rm,3
canoodle,1
den-style,1
priestess,4
bonus,336
gallop,11
con-trick,1
ceramicist,1
pinafore,1
questionable,54
unsupervised,4
mocked-up,2
ornamental,4
magnesium,1
select,114
hokey,3
absolve,5
guile,4
peeress,1
unmolested,2
debt-service,2
underworld,4
floodlit,2
blush,22
undeterred,7
trusty,2
backache,1
transept,1
nonentity,3
pleasant,42
busted,4
champ,1
infallible,3
show-down,1
shed,158
refresher,1
mid-2011,4
con-lib,1
projectile,4
olympics-related,2
unambiguous,7
curved,9
hobo,1
longed-for,3
full-tilt,1
structure,303
uncommon,7
immerse,17
face-saving,5
ironic,31
bi,9
hayekian,3
worldliness,1
thorough,17
re-offending,1
tailor,45
prairie,3
thruster,1
london-centric,1
spousal,1
memorandum,56
intimate,42
cheating,9
left-right,7
ill-fated,8
back-scratching,2
smidgeon,2
unprecedented,210
textile,24
connotation,4
homespun,3
one-hour,1
under-invest,1
cleanse,11
lush,12
hometrack,1
guild,5
channel,133
profundity,2
issue,1634
pea,18
boggle,1
pensioner,433
distribution,53
sterilisation,4
gallerist,2
wrongfoot,2
bribery,11
blinkered,6
clarity,97
perennial,21
duel,10
deposit,312
clothe,16
firestorm,7
down-payment,2
ranter,1
mezzanine,2
slot,29
juju,2
pro-cut,1
ciudadano,1
unheeded,1
precondition,12
roseate,1
nerve-racking,1
council,880
comply,80
tr,9
ole,6
unapologetic,8
synonym,1
repulse,1
timewarp,1
posession,1
partner,496
1950,18
sheikh,5
extra-curricular,1
filmic,1
medicine,185
solo,20
haze,4
13-hour,1
13-point,1
wimp,1
cumulate,1
cauldron,11
strait,15
liverpudlian,6
converter,4
wreathe,2
existentialist,3
toyboy,1
dock,25
masterstroke,11
harem,2
trailblazing,1
tonne,38
monkey,10
doric,5
haughty,3
commissioner,144
brothel,1
would-be,37
misunderstanding,16
toothsome,1
public-private,3
somali,6
eyeball,1
yore,2
hope,1741
zoologist,2
inning,3
ballgown,4
stir,93
shoot-out,15
radical-leftist,1
self-sufficient,5
ceasefire,4
observational,2
exhume,1
messy,30
pmq,2
meet,1503
shrinking,7
four-month-old,1
militate,1
omit,16
condescend,1
replete,7
interference,23
off-course,2
property-based,1
covered-up,1
backlash,134
span,34
knackered,2
tem,3
awash,17
vamp,1
chartered,9
candyfloss,4
activation,9
sofre,1
cashless,2
enactment,1
element,209
microphone,18
sliced,8
authoritarian,17
reputational,8
first-rank,1
electioneering,4
twiddle,1
anaconda,1
brain,82
hue,15
displeasure,7
bet,334
inescapable,18
aptitude,3
feed-back,1
alternative,512
outdate,5
incredible,79
loudspeaker,1
pluralistic,1
rosette,5
playwriting,1
delusional,26
snooker,3
spend,2357
flirt,32
mid-table,2
end-to-end,1
unchanged,102
addict,34
boredom,14
understanding,103
softening,13
visage,1
decadence,5
feebleness,1
non-ringfenced,1
rejuvenate,11
impersonal,5
succinct,1
skein,1
ungenerous,2
conditioning,5
culotte,2
smelting,3
rainmaker,1
off-plan,1
jade,4
photoshoot,3
acclaim,17
iss,2
vicissitude,4
anti-recession,1
tibia,1
floury,2
early,1231
old-fashioned,76
tns-bmrb,1
webcam,5
unplug,1
scent,31
dismissal,22
suspect,249
insignificant,13
urinal,5
second-favourite,1
portent,3
irrigation,2
categorical,8
high-pressure,2
breaking,13
blacklist,2
appearance,163
wring,8
cuvée,2
prophetic,2
air,329
cope,207
frantic,19
earning,8
jasmine,11
informant,2
canonise,1
troi,2
lockout,2
16-day,1
superyacht,10
six-point,6
outside,182
refute,9
aesthete,1
tension,211
suicide,138
top-rate,6
shampoo,9
equerry,2
one-night,1
loop,41
pip,28
government-guaranteed,1
inhibitor,2
waitress,18
tinker,35
doorstop,3
increasing,1
welshness,1
relish,56
alleviate,43
acreage,3
copenhagen-based,1
windmill,7
dinner-party,3
superb,69
convert,95
so-whattish,1
mangled,6
cath,3
approbation,2
city-based,1
disposable,135
demarcation,5
communautaire,2
nordic,27
initiative-iti,1
deluge,7
denomination,6
duchesse,1
fundamentalism,5
palace,200
half-full,2
pro-uk,13
touch-and-go,2
dissatisfied,5
coalesce,7
approximate,3
bijou,1
vat,132
fountain,18
sur,1
suckle,1
home,2022
cheery,14
instigation,1
swirl,19
hustings,16
30-foot,1
bouncy,5
paris-based,19
prowl,5
overtone,2
wearied,1
legal,309
csr,5
warpath,4
downloadable,1
non-event,5
highlight,348
snowfall,4
virtuoso,11
frisky,2
unfixed,1
short,747
unintended,27
sanctify,1
section,111
soft-left,1
solve,267
mace,3
vp,4
ysl,1
non-unionised,2
negotiation,341
transfix,7
sitting,2
period,941
first-born,3
modesty,18
recollection,13
gf,3
lawbreaker,2
bankrupt,129
rile,13
rooftop,17
haphazard,5
folk,65
cave,36
front-runner,23
compass,10
segment,18
subjugate,4
modular,1
rehiring,3
pension,1527
away-day,3
public-spending,2
contemptuous,6
bookshop,18
showmanship,5
orchestral,4
legality,29
verge,52
v-shaped,5
cashback,15
anti-thatcherite,1
colour,233
paltry,27
pimp,3
tagline,5
call-out,6
breakout,4
republicanism,4
purposeful,3
infrastructure,568
extortionate,5
cactus,3
penitent,2
timetable,66
plainsong,2
spruce,9
tan,16
pro-brexit,6
coatbridge,1
keyhole,6
steroid,17
blacken,4
feather-bedded,4
spoon,27
rifle,11
physical,84
boob,2
paradox,37
mayhem,21
noose,4
abstinence,8
buzzard,1
coordinator,9
overspill,5
block-book,1
memorable,40
japanese-style,23
rarebit,1
anti-monarchist,1
horribili,10
thingy,1
holy,42
hypothetical,6
extra-large,2
over-compensating,1
disinfectant,1
regulation,280
write-off,34
decentralisation,4
heir,50
detonate,20
comparative,27
makings,4
fascist,25
pre-budget,11
kicker,5
area,1208
pilgrim,12
antiquary,1
zombie-like,1
look-in,2
changey,1
holiday,665
endanger,59
top-selling,5
psychiatric,7
glint,4
rivet,4
plumed,2
naysayer,6
outstretch,2
princess,43
chestnut,7
mote,2
cursed,1
launchpad,1
franchise,82
onus,8
stamped,1
abseil,1
hedge-fund,3
meaningful,93
grass-roots,12
squawk,4
break,1313
fluent,9
babysitter,5
self-aggrandising,2
covetous,4
fabrication,2
grouchy,1
mouth-watering,1
intellect,13
50-year-old,11
nymph,1
jihadi,4
party,4080
birthright,6
slugfest,1
antidemocratic,1
libidinous,1
rent,196
groom,25
inferior,7
intercourse,4
psoe,10
welshman,1
us-led,1
elation,1
camping,15
virginity,1
56-year-old,3
rehn,1
depress,78
harvester,2
commission,356
needless,42
invader,2
phallus,1
falsified,2
moustachioed,1
extremism,34
sluggish,61
beech,3
tomorrow,464
abrasive,4
grey-faced,2
attaché,1
western,313
unread,3
carbon-cutting,1
community-based,1
headache,41
punt,11
elitist,11
loveliness,3
cattle,33
contraband,2
duchess,16
vulgarity,4
well-sourced,1
sober,39
twilight,8
stagnate,64
72-year-old,3
dramatise,8
pioneering,21
near-hysterical,1
authorised,1
single-tier,1
unto,9
launch,676
bing,2
shrub,10
lucidity,3
commerical,1
mismanage,10
goalkeeping,2
flagship,55
bra,28
disciple,15
tarte,1
lend,327
dynamite,5
non-partisan,2
iniquitous,5
euro-membership,1
large-scale,25
overoptimistic,4
fractal,1
literature,41
there-is-no-alternative,1
putt,5
tipsy,1
yuan,40
superfluous,3
inist,1
crisscross,2
come,5652
seamless,12
standoff,5
bourgeois,7
dryer,3
minnesota-based,1
presentable,2
bee,15
disservice,5
all-encompassing,1
nobel,1
ulcerated,1
bureaucratic,36
unmistakable,16
point-blank,1
choose,652
wafer,1
loser,128
reckoning,26
dripfeed,2
42-year-old,6
two-hander,2
sass,1
croissant,1
internal,278
ferry,57
messenger,8
evidence-based,4
philosophical,20
irresponsibility,16
kooky,1
trivial,17
overtired,1
remould,1
impassioned,18
well-organised,7
andean,1
apartheid,10
lineup,3
dentures,1
flat-rate,9
inexperience,3
re-apply,1
bureau,10
fumigate,1
predicament,42
hi-vis,3
exhibitor,5
gimmick,29
pharmacy,12
tax-exempt,2
inner-circle,1
copying,5
absence,179
squirt,2
sundered,1
prescient,9
compliment,21
mini-me,5
neurotransmitter,1
evolution,38
plucky,7
on-screen,4
seething,9
flour,48
pickled,2
wheel,97
poop,1
art-deco,3
theatre-maker,1
loom,233
loft,22
oodles,3
photographic,2
sexy,34
rubbishing,1
three-minute,3
rubella,1
compulsive,5
steadfastness,3
radical-sounding,1
barren,8
margarine,2
lenience,1
elasticity,1
misinformation,3
well-paid,10
coax,8
chastened,3
underestimation,1
retaliate,10
polish,58
semi-final,20
everyman,2
stringent,53
expressive,9
fossil,15
covering,1
byline,5
butty,2
undercapitalised,5
gazette,1
common,441
emergence,43
rootless,1
flintier,1
cd,34
anything-goes,2
puritan,4
sycamore,1
fawn,6
groundhog,2
well-groomed,1
left-winger,28
barbaric,19
endurance,12
middle-of-the-road,1
kingship,3
shorten,16
limpid,2
undemanding,1
sun-seeker,1
stiffen,8
ih,1
craftsman,8
kindness,12
inquisitor,3
gold-medal-winning,1
lifeline,43
comedian,76
young-adult,1
three-pack,1
over-reach,3
messiah,3
sorbet,1
fixed-income,7
rescheduling,7
caixin,4
misappropriation,2
inevitability,19
anti-gay,2
family,1720
muscovado,2
eradication,2
multi-million-pound,1
bottom-end,1
reissue,6
misalignment,8
covert,10
multi-million,10
flummery,1
undersupply,2
juror,3
anti-avoidance,3
pro-austerity,14
well-documented,1
malnutrition,7
once-in-a-generation,7
misnamed,1
non-reply,1
flaming,3
revanchist,4
barrage,18
quadrangle,2
navigator,3
smiley,4
glare,15
halfhearted,2
ever-larger,1
parched,2
pared-back,1
faithful,28
incomprehensible,15
neoconservative,1
decorator,4
south,157
consultant,113
cherish,41
annals,1
two-pack,2
little-understood,1
long-running,23
dublin-based,2
cloud-based,2
unctuous,1
torture,16
blazer,9
back-up,9
mammon,1
bemusement,1
calculation,75
real-life,17
post-budget,4
panathenaic,1
balding,12
whites,21
communicative,1
shell-shocked,4
mathematics,9
nametag,1
splendid,31
anti-inflationary,6
cohesive,11
jj,2
money-saving,18
sectoral,3
couture,34
dud,11
arrant,1
in-joke,1
acknowledged,1
rattle,85
shanty,3
surreptitious,2
conomic,1
honour,214
captivating,3
anti-depressant,1
rasping,1
probability,44
disequilibrium,3
firesale,5
bigger-than-expected,1
rebirth,10
wall-to-wall,3
cufflink,3
turn,2111
statecraft,7
chalky,1
elongate,8
regional,235
getaway,9
coarse,3
doorkeeper,1
useful,131
mortification,1
carer,28
carapace,2
sum-of-the-part,1
parenthesis,2
360-degree,5
nostril,3
unusual,94
administrative,45
hum,18
rubber-stamped,1
surveillance,39
gamechanging,1
necrophilia,1
escapist,7
heart-throb,3
flat-lining,1
treaty,306
disband,16
nineteenth,1
work-out,2
editor-at-large,2
lichen,1
shortfall,155
astounding,17
menacing,7
league,115
riviera,1
skinflint,1
policymaker,281
entail,68
helping,4
two-person,1
trickery,9
right-thinking,2
case-by-case,5
own-brand,12
loutish,2
john,3
doghouse,1
re-train,1
28-member,3
script,81
thirtysomething,2
quake,11
impromtu,1
killjoy,4
distinctive,28
ethnic,44
impediment,16
block,365
exquisite,30
timetabling,1
round-robin,1
hoop,2
contraption,2
babysitting,1
pay-back,1
cap,444
countess,8
economise,6
14-point,2
wale,2
columnist,36
generative,1
misrule,1
laptop,13
sore,15
mecca,1
handy,35
indefensible,19
intern,5
window,208
socioeconomic,3
rustic,14
hedonism,7
merging,2
fanzine,1
